page,type,text,x1,y1,x2,y2,block_type,block_id
1,List,"1. We introduce a new strategy for PDF con- tent extraction that uses VILA structures to in- ject layout information into language models, and show that this improves accuracy without the expensive pretraining required by existing methods, and generalizes to different language models. 2. We design two models that incorporate VILA features differently. The I-VILA model injects layout indicator tokens into the input texts and improves prediction accuracy (up to +1.9% Macro F1) and consistency compared to the previous layout-augmented language model LayoutLM (Xu et al., 2020). The H-VILA model performs group-level predictions and can reduce model inference time by 47% with less than 0.8% loss in Macro F1. 3. We construct a uniﬁed benchmark suite S2- VLUE which enhances existing datasets with VILA structures, and introduce a novel dataset S2-VL that addresses gaps in existing re- sources. S2-VL contains hand-annotated gold labels for 15 token categories on papers span- ning 19 disciplines.",0.1353271812080537,0.301834044655582,0.4900736756308726,0.6848994840855108,,
1,Paragraph,"The benchmark datasets, modeling code, and trained weights are available at https:// github.com/allenai/VILA .",0.120238255033557,0.7023162299287412,0.4892226174496643,0.7474564912114013,,
1,Section,2 Related Work,0.1208053691275167,0.7647986185273159,0.2702854872483221,0.7789971933491685,,
1,Section,2.1 Structured Content Extraction for Scientiﬁc Documents,0.1208053691275167,0.7928692421615201,0.4301222833892617,0.8219168668646081,,
1,Paragraph,"Prior work on structured content extraction for scientiﬁc documents usually relies on textual or visual features. Text-based methods like Scien- ceParse (Ammar et al., 2018), GROBID (GRO, 2008–2021) or Corpus Conversion Service (Staar",0.1203473154362416,0.8316107667458433,0.4900680628288592,0.9089339258907364,,
1,Caption,"Figure 1: (a) Real-world scientiﬁc documents often have intricate layout structures, so analyzing only ﬂat- tened raw text forfeits valuable information, yielding sub-optimal results. (b) The complex structures can be broken down into groups (text blocks or lines) that are composed of tokens with the same semantic category.",0.5155637583892617,0.2854029947743468,0.8845617466174498,0.368227935391924,Figure,5.0
1,Paragraph,"et al., 2018) combine PDF-to-text parsing en- gines like CERMINE (Tkaczyk et al., 2015) or pdfalto, 1 which output a sequence of tokens ex- tracted from a PDF, with machine learning models like RNN (Hochreiter and Schmidhuber, 1997), CRF (Lafferty et al., 2001), or Random For- est (Breiman, 2001) trained to classify the to- ken categories of the sequence. Though these models are practical and fairly efﬁcient, they fall short in prediction accuracy or generalize poorly to out-of-domain documents. Vision-based Ap- proaches (Zhong et al., 2019; He et al., 2017; Siegel et al., 2018), on the other hand, treat the parsing task as an image object detection problem: given document images, the models predict rectangular bounding boxes, segmenting the page into indi- vidual components of different categories. These models excel at capturing complex visual layout structures like ﬁgures or tables, but because they operate only on visual signals without textual infor- mation, they cannot accurately predict ﬁne-grained semantic categories like title, author, or abstract, which are of central importance for parsing scien- tiﬁc documents.",0.5149043624161074,0.3945787002375296,0.8848309361543626,0.7776429520190024,,
1,Section,2.2 Layout-aware Language Models,0.5155637583892617,0.791138838361045,0.8091576577181209,0.8040950141330165,,
1,Paragraph,"Recent methods on layout-aware language mod- els improve prediction accuracy by jointly mod- eling documents’ textual and visual signals. Lay- outLM (Xu et al., 2020) learns a set of novel posi-",0.5155637583892617,0.8119848760095011,0.884817757375839,0.8732165862232778,,
1,Footnote,"1 https://github.com/kermitt2/pdfalto (last accessed Jan. 1, 2022).",0.5150671140939598,0.8830303581947744,0.8585728187919464,0.9084355610451306,,
2,Caption,"Figure 2: Comparing inserting indicator tokens [BLK] based on VILA groups and sentence boundaries. Indi- cators representing VILA groups (e.g., text blocks in the left ﬁgure) are usually consistent with the token cat- egory changes (illustrated by the background color in (a)), while sentence boundary indicators fail to provide helpful hints (both ""false positive""s and ""false negative""s occur frequently in (b)). Best viewed in color.",0.120253355704698,0.2153300501187649,0.4898033573557048,0.3273680779097387,Figure,9.0
2,Paragraph,"tional embeddings that can encode tokens’ 2D spa- tial location on the page and improves accuracy on scientiﬁc document parsing (Li et al., 2020). More recent work (Xu et al., 2021; Li et al., 2021) aims to encode the document in a multimodal fashion by modeling text and images together. However, these existing joint-approach models require ex- pensive pretraining, and may be less efﬁcient as a consequence of their joint inputs (Xu et al., 2021), making them less suitable for deployment at scale. In this work, we aim to incorporate document lay- out features in the form of visual layout groupings, in novel ways that improve or match performance without the need for expensive pretraining. Our work is well-aligned with recent efforts for incor- porating structural information into language mod- els (Lee et al., 2020; Bai et al., 2021; Yang et al., 2020; Zhang et al., 2019).",0.1201459731543624,0.3478696741092636,0.4902284408602348,0.634384044655582,,
2,Section,2.3 Training and Evaluation Datasets,0.1208053691275167,0.6491459642517814,0.4243748716442953,0.6621021400237529,,
2,Paragraph,"The available training and evaluation datasets for scientiﬁc content extraction models are automati- cally generated from author-provided source data, e.g. GROTOAP2 (Tkaczyk et al., 2014) and Pub- LayNet (Zhong et al., 2019) are constructed from PubMed Central XML and DocBank (Li et al., 2020) from arXiv LaTeX source. Despite their large sample sizes, these datasets have limited lay- out variation, leading to poor generalization to papers from other disciplines with distinct lay- outs. Also, due to the heuristic nature in which the data are automatically labeled, they contain sys- tematic classiﬁcation errors that can affect down- stream modeling performance. We elaborate on the limitations of GROTOAP2 (Tkaczyk et al., 2014)",0.120238255033557,0.6706939021377671,0.4900728214505034,0.9089339258907364,,
2,Paragraph,"and DocBank (Li et al., 2020) in Section 4. Pub- LayNet (Zhong et al., 2019) provides high-quality text block annotations on 330k document pages, but its annotations only cover ﬁve distinct cate- gories. Livathinos et al. (2021) and Staar et al. (2018) curated a multi-disciplinary, manually anno- tated dataset of 2,940 paper pages, but only make available the processed page features without the raw text or source PDFs needed for experiments with layout-aware methods. We introduce a new evaluation dataset, S2-VL, to address limitations in these existing datasets.",0.5149043624161074,0.0774516218527315,0.8849857868020136,0.2674161111638954,,
2,Section,3 Methods,0.5155637583892617,0.2831786660332542,0.6203121718120805,0.2973772408551069,,
2,Section,3.1 Problem Formulation,0.5155637583892617,0.3101198359857482,0.7262777838926175,0.3230760117577197,,
2,Paragraph,"Following prior work (Tkaczyk et al., 2015; Li et al., 2020), our task is to map each token t i in an input sequence T = ( t 1 , . . . , t n ) to its se- mantic category c i (e.g. title, body text, reference, etc.). Input tokens are extracted via PDF-to-text tools, which output both the word t i and its 2D position on the page, a rectangular bounding box a i = ( x 0 , y 0 , x 1 , y 1 ) denoting the left, top, right, and bottom coordinate of the word. The order of tokens in sequence T may not reﬂect the actual reading order of the text due to errors in PDF- to-text conversion (e.g., in the original DocBank dataset (Li et al., 2020)), which poses an additional challenge to language models pre-trained on regu- lar texts.",0.5155637583892617,0.3318637358669833,0.8848239423859059,0.5701037596199525,,
2,Paragraph,"Besides the token sequence T , additional visual structures G can also be retrieved from the source document. Scientiﬁc papers are organized into groups of tokens (lines or blocks), which consist of consecutive pieces of text that can be segmented from other pieces based on spatial gaps. The group information can be extracted via visual layout de- tection models (Zhong et al., 2019; He et al., 2017) or rule-based PDF parsing (Tkaczyk et al., 2015).",0.5155637583892617,0.5734064909738718,0.8848204297392619,0.7153816693586699,,
2,Paragraph,"Formally, given an input page, the group detec- tor identiﬁes a series of m rectangular boxes for each group b j ∈ B = { b 1 , . . . , b m } in the input document page, where b j = ( x 0 , y 0 , x 1 , y 1 ) de- notes the box coordinates. Page tokens are allo- cated to the visual groups g j = ( b j , T ( j ) ) , where T ( j ) = { t i | a i (cid:22) b j , t i ∈ T } contains all tokens in the j -th group, and a i (cid:22) b j denotes that the cen- ter point of token t i ’s bounding box a i is strictly within the group box b i . When two group regions overlap and share common tokens, the system as- signs the common tokens to the earlier group by",0.5149043624161074,0.7189694365795725,0.8848247647033558,0.9089339258907364,,
3,Caption,"Figure 3: Illustration of the H-VILA model. Texts from each visual layout group are encoded separatedly using the group encoder, and the generated representation are subsequently modeled by a page encoder. The semantic category are predicted at the group-level, which signiﬁcantly improves efﬁciency.",0.1208053691275167,0.2554683154394298,0.8817848631946306,0.2956982441805226,Figure,5.0
3,Paragraph,"the estimated reading order from the PDF parser. We refer to text block groups of a page as G ( B ) and text line groups as G ( L ) . In our case, we de- ﬁne text lines as consecutive tokens appearing at the nearly same vertical position. 2 Text blocks are sets of adjacent text lines with gaps smaller than a certain threshold, and ideally the same semantic category. That is, even two close lines of different semantic categories should be allocated to separate blocks, and in our models we use a block detector trained toward this objective. In practice, block or line detectors may generate incorrect predictions.",0.1199446308724832,0.3121262061757719,0.4902273975402684,0.5020906954869359,,
3,Paragraph,"In the following sections, we describe our two models, I-VILA and H-VILA. The models take a BERT-based pretrained language model as a foun- dation, which may or may not itself be layout- aware (we experiment with DistilBERT, BERT, RoBERTa, and LayoutLM in our experiments). Our models then augment the base model to in- corporate group structures, as detailed below.",0.1208053691275167,0.5052259686460807,0.4902273975402685,0.6308246622327791,,
3,Section,3.2 I-VILA: Injecting Visual Layout Indicators,0.1208053691275167,0.6439618787410927,0.415589019295302,0.6730106910926367,,
3,Paragraph,"According to the group uniformity assumption, to- ken categories are homogeneous within a group, and categorical changes should happen at group boundaries. This suggests that layout information should be incorporated in a way that informs to- ken category consistency intra-group and signals possible token category changes inter-group.",0.1201459731543624,0.680900552969121,0.490059368114094,0.7904066099762471,,
3,Paragraph,"Our ﬁrst method supplies VILA structures by inserting a special layout indicator token at each group boundary in the input text, and models this with a pretrained language model (which may or may not be position-aware). We refer to this as the I-VILA method. As shown in Figure 2(a), the",0.1201459731543624,0.7935418831353919,0.4876581000973155,0.8869564912114014,,
3,Footnote,"2 Or horizontal position, when the text is written vertically.",0.1420352348993288,0.896045797624703,0.487029868338255,0.9084355610451306,,
3,Paragraph,"inserted tokens partition the text into segments that provide helpful structure to the model, hinting at possible category changes. In I-VILA, the special tokens are seen at all layers of the model, provid- ing VILA signals at different stages of modeling, rather than only providing positional information at the initial embedding layers as in LayoutLM (Xu et al., 2020). We empirically show that BERT- based models can learn to leverage such special tokens to improve both the accuracy and the con- sistency of category predictions, even without an additional loss penalizing inconsistent intra-group predictions.",0.5149597315436242,0.3121262061757719,0.884817757375839,0.5181821444180522,,
3,Paragraph,"In practice, given G , we linearize tokens T ( j ) from each group and ﬂatten them into a 1D sequence. To avoid capturing confounding information in existing pretraining tasks, we insert a new token previously unseen by the model, [BLK] , in-between text from different groups T ( j ) . The resulting input sequence is of the form",0.5141895973154362,0.5237853508313539,0.8840709599261746,0.6335764437054632,,
3,Equation,"[ [CLS] , T (1)1 , . . . , T ( j ) n j , [BLK] , T ( j +1) 1 , . . . ,",0.5155637583892617,0.6342364600950118,0.8468525328859059,0.6542413294536817,,
3,Paragraph,"T ( m ) n m , [SEP] ] , where T ( j ) i and n j indicate the i -th token and the total number of tokens respectively in the j -th group, and [CLS] and [SEP] are the special tokens used by the BERT model and are inserted to preserve a similar input structure. 3 The BERT-based models are ﬁne-tuned on the token classiﬁcation objective with a cross entropy loss. When I-VILA uses a visual pretrained language model as input, such as LayoutLM (Xu et al., 2020), the positional embeddings for the newly injected [BLK] tokens are generated from the corresponding group’s bounding box b j .",0.5147030201342282,0.6538576002375296,0.8849857868020136,0.849103562232779,,
3,Footnote,"3 The [CLS] and [SEP] tokens are only inserted at the beginning or end of each input sequence, and they do not represent the sentence boundaries in this case.",0.5155637583892617,0.8700149187648456,0.8817918531006714,0.9084355610451306,,
4,Caption,"Figure 4: Model predictions for the 10th page of our paper draft. We present the token category and text block bounding boxes (highlighted in red rectangles) based on the (a) ground-truth annotations and model predictions from both I-VILA and H-VILA models (the three results happen to be identical) and (b) model predictions from the LayoutLM model. When VILA is injected, the model achieves more consistent predictions for the example, as indicated by arrows (1) and (2) in the ﬁgure. Best view in color.",0.1208053691275167,0.3228151087885985,0.88219406528859,0.3914405244655582,Figure,4.0
4,Section,3.3 H-VILA: Visual Layout-guided Hierarchical Model,0.1208053691275167,0.4077777932304038,0.4069679016778523,0.4368266055819477,,
4,Paragraph,"The uniformity of group token categories also sug- gests the possibility of building a group-level clas- siﬁer. Inspired by recent advances in modeling long documents, hierarchical structures (Yang et al., 2020; Zhang et al., 2019) provide an ideal architec- ture for the end task while optimizing for computa- tional cost. Illustrated in Figure 3, our hierarchical approach uses two transformer-based models, one to encode each group in terms of its words, and another modeling the whole document in terms of the groups. We provide the details below.",0.120238255033557,0.4447164674584322,0.4900725468926174,0.6185895078384798,,
4,Paragraph,"The Group Encoder is a l g -layer transformer that converts each group g i into a hidden vector h i . Following the typical transformer model set- ting (Vaswani et al., 2017), the model takes a se- quence of tokens T ( j ) within a group as input, and maps each token T ( j ) i into a dense vector e ( j ) i of dimension d . Subsequently, a group vector aggre- gation function f : R n j × d → R d is applied that projects the token representations (cid:16) e ( j ) 1 , . . . , e ( j ) n j (cid:17) to a single vector ˜ h j that represents the group’s tex- tual information. A group’s 2D spatial information is incorporated in the form of positional embed- dings, and the ﬁnal group representation h j can be calculated as:",0.1208053691275167,0.6214397451306413,0.4900703229087247,0.8540788190023754,,
4,Equation,h j = ˜ h j + p ( b j ) . (1),0.2396124161073825,0.8648459209026129,0.4870268634228187,0.8824871726840855,Equation,15.0
4,Paragraph,where p is the 2D positional embedding similar to,0.1201459731543624,0.8956927142517814,0.4870254086503355,0.9089339258907364,,
4,Paragraph,the one used in LayoutLM:,0.5155637583892617,0.4078684864608076,0.7148561758389262,0.4208246622327791,,
4,Equation,"p ( b ) = E x ( x 0 ) + E x ( x 1 ) + E w ( x 1 − x 0 )+ (2) E y ( y 0 ) + E y ( y 1 ) + E h ( y 1 − y 0 ) ,",0.5290620805369128,0.4326262059382423,0.8817835748322154,0.4666570064133016,Equation,16.0
4,Paragraph,"where E x , E x , E w , E h are the embedding matrices for x, y coordinates and width and height. In prac- tice, we ﬁnd that injecting positional information using the bounding box of the ﬁrst token within the group leads to better results, and we choose group vector aggregation function f to be the average over all tokens representations.",0.5149043624161074,0.477309103800475,0.8848307165080536,0.5871001966745842,,
4,Paragraph,"The Page Encoder is another stacked trans- former model of l p layers that operates on the group representation h j generated by the group encoder. It generates a ﬁnal group representation s j for downstream classiﬁcation. A MLP-based lin- ear classiﬁer is attached thereafter, and is trained to generate the group-level category probability p jc .",0.5155637583892617,0.5901447766033253,0.8848220118557047,0.7007235147268408,,
4,Paragraph,"Different from previous work (Yang et al., 2020), we restrict the choice of l g and l p to { 1 , 12 } such that we can load pre-trained weights from BERT base models. Therefore, no additional pretrain- ing is required, and the H-VILA model can be ﬁne-tuned directly for the downstream classiﬁca- tion task. Speciﬁcally, we set l g = 1 and initial- ize the group encoder from the ﬁrst-layer trans- former weights of BERT. The page encoder is con- ﬁgured as either a one-layer transformer or a 12- layer transformer that resembles a full LayoutLM model. Weights are initialized from the ﬁrst-layer or full 12 layers of the LayoutLM model, which",0.5149043624161074,0.7028768000000001,0.8848294158993288,0.9089339258907364,,
5,Paragraph,is trained to model texts in conjunction with their positions.,0.1208053691275167,0.0774516218527315,0.4873415745130873,0.1065004342042755,,
5,Paragraph,"Group Token Truncation As suggested in Yang et al. (2020)’s work, when an input document of length N is evenly split into segments of L s , the memory footprint of the hierarchical model is O ( l g NL s + l p ( NL s ) 2 ) , and for long documents with N (cid:29) L s , it approximates as O ( N 2 /L 2 s ) . However, in our case, it is infeasible to adopt the Greedy Sen- tence Filling technique (Yang et al., 2020) as it mingles signals from different groups and obfus- cates group structures. It is also less desirable to simply use the maximum token count per group max 1 ≤ j ≤ m n j to batch the contents due to the high variance of group token length (see Table 1). In- stead, we choose a group token truncation count ˜ n empirically based on statistics of the group token length distribution such that N ≈ ˜ nm , and use the ﬁrst ˜ n to aggregate the group hidden vector h j for all groups (we pad the sequence to ˜ n when it is shorter).",0.119743288590604,0.1095450141330166,0.4900725468926175,0.4137866574821852,,
5,Section,4 Benchmark Suite,0.1208053691275167,0.4276038441805225,0.299672010738255,0.4418024190023752,,
5,Paragraph,"To systematically evaluate the proposed meth- ods, we develop the the Semantic Scholar V isual L ayout-enhanced Scientiﬁc Text U nderstanding E valuation (S2-VLUE) benchmark suite. S2- VLUE consists of three datasets—two previously released resources which we augment with VILA information, and a new hand-curated dataset S2-",0.120238255033557,0.4531357073634203,0.4900710220436242,0.5626417643705462,,
5,Paragraph,VL.Key statistics for S2-VLUE are provided in Ta-,0.1205486577181208,0.5657770375296912,0.4900658628979866,0.5948246622327791,,
5,Paragraph,"ble 1. Notably, the three constituent datasets dif- fer with respect to their: 1) annotation method, 2) VILA generation method, and 3) paper domain coverage. We provide details below.",0.1208053691275167,0.5979599353919239,0.4900593681140939,0.6591916456057008,,
5,Section,GROTOAP2,0.1208053691275167,0.6706032089073634,0.2201587161073825,0.6835593846793349,,
5,Paragraph,"The GROTOAP2 dataset (Tkaczyk et al., 2014) is automatically annotated. Its text block and line groupings come from the CERMINE PDF parsing tool (Tkaczyk et al., 2015); text block category labels are then obtained by pairing block texts with structured data from document source ﬁles obtained from PubMed Central. A small sub- set of data is inspected by experts, and a set of post-processing heuristics is developed to further improve annotation quality. Since token categories are annotated by group, the dataset achieves per- fect accordance between token labels and VILA structures. However, the method of rule-based PDF parsing employed by the authors introduces label- ing inaccuracies due to imperfect VILA detection:",0.1208053691275167,0.6706939021377671,0.4900733522624161,0.9089339258907364,,
5,Paragraph,"the authors ﬁnd that block-level annotation accu- racy achieves only 92 Macro F1 in a small gold evaluation set. Additionally, all samples are ex- tracted from the PMC Open Access Subset 4 that includes only life sciences publications; these pa- pers have less representation of classiﬁcation types like “equation”, which are common in other scien- tiﬁc disciplines.",0.5155637583892617,0.0774516218527315,0.8848179770221478,0.2030503154394299,,
5,Section,DocBank,0.5155637583892617,0.2180485770783848,0.5877724823825504,0.2310047528503563,,
5,Paragraph,"The DocBank dataset (Li et al., 2020) is fully machine-labeled without any postprocess- ing heuristics or human assessment. The authors ﬁrst identify token categories by automatically pars- ing the source TEX ﬁles available from arXiv. Text block annotations are then generated by grouping together tokens of the same category using con- nected component analysis. However, only a spe- ciﬁc set of token tags is extracted from the main TEX ﬁle for each paper, leading to inaccurate and incomplete token labels, especially for papers em- ploying LaTeX macro commands, 5 and thus, incor- rect visual groupings. Hence, we develop a Mask R-CNN-based vision layout detection model based on a collection of existing resources (Zhong et al., 2019; MFD, 2021; He et al., 2017; Shen et al., 2021) to ﬁx these inaccuracies and generate trust- worthy VILA annotations at both the text block and line level. 6 As a result, this dataset can be used to evaluate VILA models under a different setting, since the VILA structures are generated in- dependently from the token annotations. Because the papers in DocBank are from arXiv, however, they primarily represent domains like Computer Science, Physics, and Mathematics, limiting the amount of layout variation.",0.5149043624161074,0.2181392703087886,0.8848309361543626,0.6333876076009501,,
5,Section,S2-VL,0.5160201342281879,0.648387056888361,0.5705290265100671,0.6613432326603326,,
5,Paragraph,"We introduce a new dataset to address the three major drawbacks in existing work: 1) annota- tion quality, 2) VILA ﬁdelity, and 3) domain cover- age. S2-VL is manually labeled by graduate stu- dents who frequently read scientiﬁc papers. Using",0.5155637583892617,0.6484777501187647,0.8848309361543626,0.7258009092636578,,
5,Footnote,"4 https://www.ncbi.nlm.nih.gov/pmc/ tools/openftlist/ (last accessed Jan. 1, 2022). 5 For example, in DocBank, “Figure 1” in a ﬁgure caption block is usually labeled as “paragraph” rather than “caption”. DocBank labels all tokens that are not explicitly contained in the set of processed LaTeX tags as “paragraph.” 6 The original generation method for DocBank requires rendering LaTeX source, which results in layouts different from the publicly available versions of these documents on arXiv. However, because the authors of the dataset only pro- vide document page images, rather than the rendered PDF, we can only use image-based approaches for layout detection. We refer readers to the appendix for details.",0.5151862416107382,0.7394092180522565,0.8844197906040269,0.9084355610451306,,
6,Header,GROTOAP2 DocBank,0.3614952865771812,0.0797427690435391,0.541104213554396,0.0911623423689548,,
6,Table,"S2-VL Train / Dev / Test Pages 83k / 18k / 18k 398k / 50k / 50k 1.3k 1 Annotation Method Automatic Automatic Human Annotation Scientiﬁc Discipline Life Science Math / Physics / CS 19 Disciplines Visual Layout Group PDF parsing Vision model Gold Label / Detection methods Number of Categories 22 12 15 Average Token Count 2 1203 (591) 838 (503) 790 (453) Average Text Line Count 90 (51) 60 (34) 64 (54) Average Text Block Count 12 (16) 15 (8) 22 (36) 1 This is the total number of pages in the S2-VL dataset; we use 5-fold cross-validation for training and testing. 2 We report the average token, text line, and text block count per page, with standard deviations in parentheses.",0.1628933879194631,0.0797427690435391,0.8308632498547657,0.2486805811142993,,
6,Caption,Table 1: Details for the three datasets in the S2-VLUE benchmark.,0.2754748322147651,0.2604457501187648,0.7271182708053694,0.2722778166270784,Table,7.0
6,Paragraph,"the PAWLS annotation tool (Neumann et al., 2021), annotators draw rectangular text blocks directly on each PDF page, and specify the block-level seman- tic categories from 15 possible candidates. 7 Tokens within a group can therefore inherit the category from the parent text block. Inter-annotator agree- ment, in terms of token-level accuracy measured on a 12-paper subset, is high at 0.95. The ground-truth VILA labels in S2-VL can be used to ﬁne-tune visual layout detection models, and paper PDFs are also included, making PDF-based structure pars- ing feasible: this enables VILA annotations to be created by different means, which is helpful for benchmarking new VILA-based models. More- over, S2-VL currently contains 1337 pages of 87 papers from 19 different disciplines, including e.g. Philosophy and Sociology which are not present in previous data sets.",0.1201459731543624,0.2963625482185274,0.4902239930224832,0.5828769187648456,,
6,Paragraph,"Overall, the datasets in S2-VLUE cover a wide range of academic disciplines with different lay- outs. The VILA structures in the three component datasets are curated differently, which helps to eval- uate the generality of VILA-based methods.",0.1208053691275167,0.586294852256532,0.4900725468926174,0.6636180114014252,,
6,Section,5 Experimental Setup,0.1208053691275167,0.6787903049881234,0.3219576268456376,0.6929888798099763,,
6,Section,5.1 Implementation Details,0.1208053691275167,0.7053086720902614,0.3455218468120805,0.7182648478622328,,
6,Paragraph,"Our models are implemented using Py- Torch (Paszke et al., 2019) and the transformers library (Wolf et al., 2020). A series of baseline and VILA models are ﬁne-tuned on 4-GPU RTX8000 or A100 machines. The AdamW optimizer (Kingma and Ba, 2015; Loshchilov and",0.120238255033557,0.7267152798099762,0.490059368114094,0.8201298878859857,,
6,Footnote,"7 Of our deﬁned categories, 12 are common ﬁelds and taken directly from other similar datasets, e.g., title, abstract etc. We add three categories: equation, header, and footer, which commonly occur in scientiﬁc papers and are included in full text mining resources like S2ORC (Lo et al., 2020) and CORD-19 (Wang et al., 2020).",0.1202634228187919,0.8309686004750594,0.4889055759463089,0.9084355610451306,,
6,Paragraph,"Hutter, 2019) is adopted with a 5 × 10 − 5 learning rate and ( β 1 , β 2 ) = (0 . 9 , 0 . 999) . The learning rate is linearly warmed up over 5% steps then linearly decayed. For all datasets (GROTOAP2, DocBank, S2-VL), unless otherwise speciﬁed, we select the best ﬁne-tuning batch size (40, 40 and 12) and training epochs (24, 6, 8 and 10) for all models. As for S2-VL, given its smaller size, we use 5-fold cross validation and report averaged scores, and use 2 × 10 − 5 learning rate with 20 epochs. We split S2-VL based on papers rather than pages to avoid exposing paper templates of test samples in the training data. Mixed precision training (Micikevicius et al., 2018) is used to speed up the training process.",0.5141895973154362,0.2941889541567696,0.8840709599261743,0.5346025719714964,,
6,Paragraph,"For I-VILA models, we ﬁne-tune several BERT- variants with VILA-enhanced text inputs, and the models are initialized from pre-trained weights available in the transformers library. The H-VILA models are initialized as mentioned in Section 3.3, and by default, positional information is injected for each group.",0.5151057046979866,0.5386796503562945,0.8848142216805368,0.6481857073634205,,
6,Section,5.2 Competing Methods,0.5155637583892617,0.6649891946555819,0.7158811919463087,0.6779453704275535,,
6,Paragraph,We consider three approaches that compete with the proposed methods from different perspectives:,0.5147030201342282,0.6877069662707838,0.8829222097315436,0.7167545909738717,,
